"","1","2","3","4","5","6","7","8","9","10","11"
"1666","NYN","NYN","NYN","NYN","NYN","PIT","NYN","","","",""
"1667","CHA","","","","","","","","","",""
"1668","NYN","NYN","NYN","NYN","LAA","NYN","MIL","","","",""
"1669","MIL","COL","ARI","ARI","PHI","SDN","","","","",""
"1670","NYN","","","","","","","","","",""
"1671","MIN","MIN","","","","","","","","",""
"1672","TOR","NYA","NYA","PHI","PIT","KCA","","","","",""
"1673","WAS","PHI","PHI","","","","","","","",""
"1674","NYA","","","","","","","","","",""
"1675","NYA","SEA","SEA","SEA","TEX","CHA","CHA","","","",""
"1676","PHI","PHI","","","","","","","","",""
"1677","FLO","MIA","MIA","LAN","MIN","MIN","MIN","LAA","","",""
"1678","TOR","TOR","OAK","","","","","","","",""
"1679","SFN","SFN","SDN","","","","","","","",""
"1680","OAK","OAK","","","","","","","","",""
"1681","HOU","HOU","HOU","BAL","BAL","BAL","SDN","ATL","LAN","",""
"1682","TOR","TOR","DET","DET","","","","","","",""
"1683","OAK","OAK","OAK","SDN","SDN","","","","","",""
"1684","NYA","NYA","NYA","NYA","NYA","NYA","PIT","","","",""
"1685","NYA","NYA","NYA","MIN","MIN","MIN","SFN","","","",""
"1686","FLO","TBA","","","","","","","","",""
"1687","OAK","","","","","","","","","",""
"1688","NYA","NYA","ARI","ARI","SEA","SEA","","","","",""
"1689","COL","COL","","","","","","","","",""
"1690","HOU","HOU","HOU","PHI","LAA","","","","","",""
"1691","ARI","ARI","","","","","","","","",""
"1692","NYN","","","","","","","","","",""
"1693","TEX","BAL","BAL","BAL","BAL","BAL","","","","",""
"1694","KCA","TBA","TBA","TBA","TBA","","","","","",""
"1695","TEX","TEX","TEX","","","","","","","",""
"1696","LAN","","","","","","","","","",""
"1697","ATL","ATL","ATL","OAK","OAK","NYN","ATL","","","",""
"1698","TEX","TEX","TEX","TEX","BOS","ATL","","","","",""
"1699","PHI","MIA","","","","","","","","",""
"1700","PIT","SDN","WAS","TEX","CIN","","","","","",""
"1701","CHA","CHA","","","","","","","","",""
"1702","SLN","","","","","","","","","",""
"1703","BOS","OAK","","","","","","","","",""
"1704","SFN","","","","","","","","","",""
"1705","DET","","","","","","","","","",""
"1706","TEX","TOR","TOR","","","","","","","",""
"1707","ATL","ATL","","","","","","","","",""
"1708","DET","MIN","MIN","MIN","","","","","","",""
"1709","SEA","SEA","MIA","LAN","","","","","","",""
"1710","CHA","","","","","","","","","",""
"1711","MIA","SEA","","","","","","","","",""
"1712","PIT","NYN","","","","","","","","",""
"1713","OAK","","","","","","","","","",""
"1714","SEA","NYA","","","","","","","","",""
"1715","TEX","CHN","CHN","CHA","","","","","","",""
"1716","LAA","SEA","SEA","","","","","","","",""
"1717","CHA","CHA","","","","","","","","",""
"1718","CIN","CIN","CIN","CIN","BAL","","","","","",""
"1719","DET","","","","","","","","","",""
"1720","KCA","KCA","","","","","","","","",""
"1721","MIN","MIN","","","","","","","","",""
"1722","PHI","PHI","PHI","","","","","","","",""
"1723","DET","DET","DET","","","","","","","",""
"1724","COL","LAA","","","","","","","","",""
"1725","BOS","BOS","BOS","BOS","BOS","BOS","","","","",""
"1726","TEX","","","","","","","","","",""
"1727","CHN","TOR","","","","","","","","",""
"1728","SFN","SFN","","","","","","","","",""
"1729","KCA","SDN","PHI","PHI","BOS","","","","","",""
"1730","TOR","TOR","","","","","","","","",""
"1731","PHI","TEX","COL","","","","","","","",""
"1732","SFN","OAK","OAK","OAK","CLE","","","","","",""
"1733","COL","COL","COL","COL","COL","","","","","",""
"1734","OAK","COL","COL","CLE","NYA","","","","","",""
"1735","PIT","ARI","ARI","ATL","NYA","MIL","","","","",""
"1736","OAK","","","","","","","","","",""
"1737","BOS","BOS","","","","","","","","",""
"1738","HOU","","","","","","","","","",""
"1739","ARI","ARI","ARI","ARI","","","","","","",""
"1740","ARI","SDN","","","","","","","","",""
"1741","MIA","MIA","MIA","MIA","","","","","","",""
"1742","COL","COL","COL","COL","ARI","ARI","CIN","","","",""
"1743","LAN","BOS","","","","","","","","",""
"1744","NYN","SFN","SFN","SFN","SFN","SFN","","","","",""
"1745","COL","PIT","HOU","MIL","","","","","","",""
"1746","LAA","SDN","","","","","","","","",""
"1747","SFN","SFN","SFN","","","","","","","",""
"1748","BOS","PHI","PHI","PHI","PHI","WAS","WAS","","","",""
"1749","HOU","HOU","HOU","KCA","BAL","BAL","TOR","PHI","","",""
"1750","MIN","","","","","","","","","",""
"1751","CHN","CHN","CHN","SEA","NYA","","","","","",""
"1752","ARI","OAK","OAK","","","","","","","",""
"1753","SFN","SFN","","","","","","","","",""
"1754","COL","COL","","","","","","","","",""
"1755","MIN","MIN","MIN","MIN","BAL","NYA","","","","",""
"1756","NYN","NYN","NYN","NYN","NYN","DET","","","","",""
"1757","ARI","ARI","ARI","ARI","MIL","MIL","BAL","COL","","",""
"1758","MIL","CIN","CIN","CIN","","","","","","",""
"1759","SDN","SDN","OAK","OAK","OAK","","","","","",""
"1760","CIN","CIN","PIT","","","","","","","",""
"1761","NYN","","","","","","","","","",""
"1762","ATL","ATL","ATL","","","","","","","",""
"1763","ARI","ARI","ARI","ARI","","","","","","",""
"1764","TOR","SLN","","","","","","","","",""
"1765","SDN","","","","","","","","","",""
"1766","COL","","","","","","","","","",""
"1767","LAN","","","","","","","","","",""
"1768","TEX","TEX","CHN","","","","","","","",""
"1769","BAL","BAL","BAL","BAL","SDN","","","","","",""
"1770","SEA","DET","LAA","TOR","","","","","","",""
"1771","HOU","","","","","","","","","",""
"1772","COL","KCA","KCA","CHA","","","","","","",""
"1773","NYN","BAL","","","","","","","","",""
"1774","COL","COL","COL","","","","","","","",""
"1775","LAN","PIT","CIN","CIN","ARI","","","","","",""
"1776","MIN","MIN","","","","","","","","",""
"1777","SEA","SEA","SEA","SEA","","","","","","",""
"1778","NYA","NYA","","","","","","","","",""
"1779","WAS","HOU","HOU","HOU","HOU","","","","","",""
"1780","PIT","BAL","HOU","NYA","BAL","BAL","BAL","TBA","BAL","",""
"1781","CHA","CHA","CHA","BOS","BOS","SFN","SFN","SFN","","",""
"1782","LAN","LAN","LAN","","","","","","","",""
"1783","BOS","BOS","BOS","BOS","BOS","BOS","","","","",""
"1784","SEA","SEA","SEA","KCA","TEX","BOS","","","","",""
"1785","SFN","SFN","","","","","","","","",""
"1786","NYN","NYN","MIN","MIN","MIN","DET","","","","",""
"1787","MIL","MIL","","","","","","","","",""
"1788","KCA","KCA","DET","CIN","CIN","SLN","","","","",""
"1789","CHN","TBA","HOU","KCA","TEX","","","","","",""
"1790","CHN","","","","","","","","","",""
"1791","KCA","KCA","BAL","","","","","","","",""
"1792","NYA","NYA","ATL","ATL","SFN","","","","","",""
"1793","CHA","","","","","","","","","",""
"1794","ARI","SEA","","","","","","","","",""
"1795","HOU","PHI","PHI","SFN","SFN","SFN","SFN","SFN","","",""
"1796","NYA","HOU","","","","","","","","",""
"1797","OAK","OAK","ARI","ARI","ARI","TOR","LAA","","","",""
"1798","DET","SFN","MIA","","","","","","","",""
"1799","ARI","ARI","ARI","","","","","","","",""
"1800","DET","DET","DET","SLN","SLN","SLN","","","","",""
"1801","TBA","TBA","TBA","TBA","LAN","SEA","CHN","","","",""
"1802","CIN","","","","","","","","","",""
"1803","MIL","MIL","MIL","MIL","MIL","","","","","",""
"1804","LAN","CIN","","","","","","","","",""
"1805","MIN","","","","","","","","","",""
"1806","SDN","","","","","","","","","",""
"1807","SLN","SLN","","","","","","","","",""
"1808","LAA","LAA","","","","","","","","",""
"1809","CLE","CLE","CLE","LAN","","","","","","",""
"1810","WAS","WAS","NYA","ATL","","","","","","",""
"1811","DET","DET","DET","DET","MIL","MIL","","","","",""
"1812","PHI","MIL","TOR","","","","","","","",""
"1813","SFN","SFN","SFN","","","","","","","",""
"1814","TOR","TOR","TOR","","","","","","","",""
"1815","TEX","TEX","TEX","TEX","TEX","","","","","",""
"1816","SEA","SEA","ARI","ARI","HOU","WAS","","","","",""
"1817","CLE","CLE","","","","","","","","",""
"1818","CLE","CLE","CLE","","","","","","","",""
"1819","KCA","KCA","KCA","KCA","KCA","KCA","","","","",""
"1820","ATL","ATL","","","","","","","","",""
"1821","MIA","","","","","","","","","",""
"1822","MIN","MIN","MIN","MIN","MIN","MIN","","","","",""
"1823","DET","WAS","","","","","","","","",""
"1824","CLE","CLE","CLE","CLE","LAA","LAA","","","","",""
"1825","FLO","MIA","","","","","","","","",""
"1826","SLN","","","","","","","","","",""
"1827","SDN","ATL","ATL","","","","","","","",""
"1828","OAK","MIL","","","","","","","","",""
"1829","HOU","NYA","LAA","","","","","","","",""
"1830","SFN","SFN","SFN","SFN","WAS","","","","","",""
"1831","CHA","CHA","CHA","CHA","","","","","","",""
"1832","NYA","NYA","","","","","","","","",""
"1833","LAA","","","","","","","","","",""
"1834","PHI","PHI","","","","","","","","",""
"1835","SLN","SLN","SLN","","","","","","","",""
"1836","CHA","CHA","OAK","OAK","","","","","","",""
"1837","CLE","CLE","CLE","BAL","","","","","","",""
"1838","NYA","NYA","NYA","MIA","MIA","","","","","",""
"1839","CIN","CIN","CIN","CIN","CIN","CIN","","","","",""
"1840","SDN","","","","","","","","","",""
"1841","BAL","BAL","MIA","PIT","","","","","","",""
"1842","CIN","","","","","","","","","",""
"1843","BAL","PIT","","","","","","","","",""
"1844","CHA","PHI","MIA","","","","","","","",""
"1845","CHA","CHA","TEX","BOS","SLN","ATL","ATL","","","",""
"1846","TOR","TOR","TOR","TOR","","","","","","",""
"1847","SFN","SFN","SFN","","","","","","","",""
"1848","PIT","PIT","TEX","","","","","","","",""
"1849","KCA","KCA","MIL","","","","","","","",""
"1850","NYA","NYA","","","","","","","","",""
"1851","OAK","","","","","","","","","",""
"1852","SEA","NYA","NYA","NYA","","","","","","",""
"1853","LAA","","","","","","","","","",""
"1854","MIN","KCA","","","","","","","","",""
"1855","MIN","MIN","MIL","","","","","","","",""
"1856","NYA","NYA","SDN","","","","","","","",""
"1857","SLN","SLN","","","","","","","","",""
"1858","NYN","NYN","","","","","","","","",""
"1859","MIN","MIN","MIN","MIN","MIN","MIN","","","","",""
"1860","CLE","","","","","","","","","",""
"1861","BOS","","","","","","","","","",""
"1862","PIT","PIT","PIT","","","","","","","",""
"1863","MIN","MIN","MIN","","","","","","","",""
"1864","PHI","PHI","MIA","","","","","","","",""
"1865","ARI","ARI","ARI","ARI","ARI","","","","","",""
"1866","COL","COL","COL","OAK","OAK","SDN","BOS","","","",""
"1867","BAL","","","","","","","","","",""
"1868","TOR","TOR","TOR","","","","","","","",""
"1869","DET","DET","DET","DET","BOS","BOS","","","","",""
"1870","TEX","","","","","","","","","",""
"1871","NYA","","","","","","","","","",""
"1872","SFN","SFN","SFN","SFN","SFN","SFN","","","","",""
"1873","KCA","","","","","","","","","",""
"1874","OAK","","","","","","","","","",""
"1875","ATL","ATL","ARI","ARI","NYA","MIA","MIA","","","",""
"1876","PIT","PIT","PIT","MIN","HOU","HOU","MIL","DET","","",""
"1877","MIN","MIN","MIN","MIN","","","","","","",""
"1878","CLE","","","","","","","","","",""
"1879","TBA","TBA","TBA","TBA","DET","DET","TOR","BOS","","",""
"1880","NYN","PHI","BAL","COL","OAK","","","","","",""
"1881","MIL","","","","","","","","","",""
"1882","ATL","NYA","","","","","","","","",""
"1883","TEX","TEX","TEX","","","","","","","",""
"1884","SEA","SEA","SEA","","","","","","","",""
"1885","LAN","LAN","LAN","LAN","","","","","","",""
"1886","SLN","LAA","LAA","LAA","LAA","LAA","","","","",""
"1887","SLN","BOS","LAN","LAN","OAK","","","","","",""
"1888","TOR","OAK","DET","CHA","","","","","","",""
"1889","CHA","","","","","","","","","",""
"1890","DET","DET","DET","","","","","","","",""
"1891","CLE","COL","CHN","CHA","CHA","CHA","","","","",""
"1892","ARI","ARI","ARI","ARI","","","","","","",""
"1893","SDN","SDN","SDN","","","","","","","",""
"1894","SDN","PHI","NYA","PIT","MIA","HOU","HOU","COL","","",""
"1895","CHA","SDN","SDN","SDN","","","","","","",""
"1896","TBA","","","","","","","","","",""
"1897","PHI","","","","","","","","","",""
"1898","HOU","KCA","PHI","SEA","SEA","","","","","",""
"1899","CHA","CHA","CHA","CHA","CHA","","","","","",""
"1900","TEX","NYN","BAL","NYN","NYN","","","","","",""
"1901","BOS","SFN","SFN","","","","","","","",""
"1902","DET","DET","CLE","CLE","CLE","COL","","","","",""
"1903","CHN","CHN","","","","","","","","",""
"1904","CHA","CHA","CHA","CHA","CHA","SDN","TBA","","","",""
"1905","CHN","MIL","MIL","MIL","MIL","PIT","","","","",""
"1906","NYN","","","","","","","","","",""
"1907","SEA","SEA","SEA","TBA","TBA","","","","","",""
"1908","FLO","MIA","LAN","LAN","LAN","BOS","BOS","","","",""
"1909","LAA","","","","","","","","","",""
"1910","PHI","ARI","SEA","CIN","LAA","","","","","",""
"1911","CLE","CLE","CLE","CLE","","","","","","",""
"1912","NYA","NYA","SEA","ATL","","","","","","",""
"1913","TBA","","","","","","","","","",""
"1914","CHN","CHN","CHN","MIL","MIN","","","","","",""
"1915","BOS","BOS","","","","","","","","",""
"1916","SFN","NYN","SFN","BAL","","","","","","",""
"1917","ATL","MIN","","","","","","","","",""
"1918","MIA","MIA","MIA","MIA","MIA","","","","","",""
"1919","TBA","TBA","TBA","TBA","LAA","TEX","","","","",""
"1920","PHI","","","","","","","","","",""
"1921","WAS","WAS","WAS","WAS","WAS","WAS","","","","",""
"1922","BOS","TEX","TEX","CHA","","","","","","",""
"1923","ARI","ARI","MIL","ARI","SDN","CHN","","","","",""
"1924","BAL","NYA","CLE","","","","","","","",""
"1925","SLN","TOR","TOR","TOR","TOR","HOU","HOU","","","",""
"1926","ATL","LAA","LAA","LAA","LAA","","","","","",""
"1927","TOR","TOR","SEA","","","","","","","",""
"1928","TOR","NYN","MIA","","","","","","","",""
"1929","LAN","LAN","","","","","","","","",""
"1930","SEA","","","","","","","","","",""
"1931","DET","ARI","ARI","","","","","","","",""
"1932","SDN","SDN","MIA","","","","","","","",""
"1933","MIA","MIA","MIA","","","","","","","",""
"1934","SDN","","","","","","","","","",""
"1935","OAK","OAK","CHN","NYN","NYN","NYN","ATL","","","",""
"1936","BOS","OAK","OAK","OAK","OAK","OAK","LAN","","","",""
"1937","CIN","TOR","TOR","TOR","","","","","","",""
"1938","CHA","CHA","CHA","ARI","ARI","NYN","NYN","","","",""
"1939","HOU","","","","","","","","","",""
"1940","MIA","","","","","","","","","",""
"1941","CIN","","","","","","","","","",""
"1942","DET","DET","","","","","","","","",""
"1943","MIL","","","","","","","","","",""
"1944","MIL","MIL","","","","","","","","",""
"1945","NYA","NYA","","","","","","","","",""
"1946","PIT","","","","","","","","","",""
"1947","BAL","BAL","BAL","TOR","ARI","BAL","BAL","","","",""
"1948","CIN","","","","","","","","","",""
"1949","CIN","","","","","","","","","",""
"1950","WAS","WAS","WAS","WAS","","","","","","",""
"1951","SDN","","","","","","","","","",""
"1952","CIN","","","","","","","","","",""
"1953","MIN","BOS","","","","","","","","",""
"1954","PIT","PIT","OAK","","","","","","","",""
"1955","MIN","MIN","PHI","PHI","PHI","TOR","WAS","","","",""
"1956","SLN","","","","","","","","","",""
"1957","BOS","","","","","","","","","",""
"1958","NYN","MIA","TOR","TOR","TOR","COL","NYN","","","",""
"1959","TOR","BAL","LAA","MIA","","","","","","",""
"1960","COL","CIN","","","","","","","","",""
"1961","BAL","BAL","CLE","NYA","MIL","SLN","COL","","","",""
"1962","COL","COL","ARI","ARI","SFN","","","","","",""
"1963","NYN","","","","","","","","","",""
"1964","TEX","SLN","","","","","","","","",""
"1965","DET","TBA","","","","","","","","",""
"1966","NYN","NYN","","","","","","","","",""
"1967","ATL","NYA","","","","","","","","",""
"1968","SDN","SDN","SDN","CHN","CHN","SDN","","","","",""
"1969","LAA","LAA","LAA","LAA","LAA","LAA","","","","",""
"1970","TOR","TOR","","","","","","","","",""
"1971","BAL","","","","","","","","","",""
"1972","TBA","TBA","","","","","","","","",""
"1973","CHA","CHA","MIA","","","","","","","",""
"1974","CHA","CHA","CHA","TEX","TEX","KCA","","","","",""
"1975","BOS","","","","","","","","","",""
"1976","WAS","WAS","PIT","","","","","","","",""
"1977","TOR","LAN","LAN","","","","","","","",""
"1978","NYA","NYA","NYA","","","","","","","",""
"1979","MIL","","","","","","","","","",""
"1980","MIN","SDN","SDN","TBA","NYN","","","","","",""
"1981","NYN","","","","","","","","","",""
"1982","MIL","MIL","","","","","","","","",""
"1983","SDN","CHN","CHN","CHN","CHN","CHN","","","","",""
"1984","SDN","CHN","SEA","","","","","","","",""
"1985","WAS","WAS","WAS","WAS","","","","","","",""
"1986","BAL","BAL","BAL","NYA","","","","","","",""
"1987","NYA","NYA","NYA","NYA","CHA","CHA","","","","",""
"1988","TEX","LAA","SEA","","","","","","","",""
"1989","COL","PHI","","","","","","","","",""
"1990","ARI","ARI","TBA","TBA","BOS","","","","","",""
"1991","MIN","MIN","","","","","","","","",""
"1992","SDN","","","","","","","","","",""
"1993","KCA","LAN","WAS","WAS","","","","","","",""
"1994","CIN","","","","","","","","","",""
"1995","SLN","SLN","SLN","SLN","MIN","LAA","","","","",""
"1996","SEA","SEA","","","","","","","","",""
"1997","NYN","NYN","","","","","","","","",""
"1998","PHI","","","","","","","","","",""
"1999","HOU","","","","","","","","","",""
"2000","LAA","TBA","TBA","SEA","SEA","CHN","SDN","MIA","","",""
"2001","CHA","CHA","","","","","","","","",""
"2002","NYA","NYA","NYA","NYA","NYA","","","","","",""
"2003","HOU","HOU","","","","","","","","",""
"2004","SDN","","","","","","","","","",""
"2005","BOS","BOS","","","","","","","","",""
"2006","HOU","HOU","OAK","OAK","OAK","","","","","",""
"2007","NYN","MIL","MIL","MIL","BAL","MIL","MIL","DET","","",""
"2008","LAA","","","","","","","","","",""
"2009","TEX","","","","","","","","","",""
"2010","WAS","WAS","WAS","CHN","MIA","","","","","",""
"2011","CIN","CIN","","","","","","","","",""
"2012","WAS","","","","","","","","","",""
"2013","PHI","","","","","","","","","",""
"2014","PIT","","","","","","","","","",""
"2015","SEA","","","","","","","","","",""
"2016","TBA","TBA","TBA","TBA","PIT","PIT","","","","",""
"2017","LAN","LAN","LAN","LAN","","","","","","",""
"2018","HOU","HOU","PIT","PIT","PIT","TEX","","","","",""
"2019","KCA","","","","","","","","","",""
"2020","CIN","","","","","","","","","",""
"2021","ARI","NYA","BAL","BAL","ATL","","","","","",""
"2022","COL","COL","MIN","","","","","","","",""
"2023","COL","COL","CLE","TOR","TOR","NYA","NYA","","","",""
"2024","MIL","MIL","PIT","","","","","","","",""
"2025","MIL","","","","","","","","","",""
"2026","MIN","","","","","","","","","",""
"2027","SFN","","","","","","","","","",""
"2028","LAN","MIA","MIA","","","","","","","",""
"2029","CIN","CIN","","","","","","","","",""
"2030","SEA","SEA","","","","","","","","",""
"2031","PHI","PHI","PHI","PHI","LAN","CHA","","","","",""
"2032","LAN","ARI","","","","","","","","",""
"2033","TBA","TBA","TBA","","","","","","","",""
"2034","PHI","COL","SLN","BAL","","","","","","",""
"2035","TOR","TOR","TOR","","","","","","","",""
"2036","SEA","SEA","SEA","","","","","","","",""
"2037","LAA","LAA","LAA","DET","DET","DET","","","","",""
"2038","NYA","NYA","NYA","NYA","NYA","","","","","",""
"2039","SFN","SFN","SFN","SFN","SFN","SFN","","","","",""
"2040","DET","DET","DET","","","","","","","",""
"2041","CHN","CHN","CHN","CHN","","","","","","",""
"2042","SLN","COL","BAL","PIT","","","","","","",""
"2043","SDN","","","","","","","","","",""
"2044","OAK","OAK","OAK","TEX","TEX","TEX","SDN","","","",""
"2045","SLN","","","","","","","","","",""
"2046","MIN","MIN","","","","","","","","",""
"2047","FLO","MIA","SFN","","","","","","","",""
"2048","COL","COL","COL","COL","COL","","","","","",""
"2049","PHI","PHI","PHI","","","","","","","",""
"2050","SLN","SLN","SLN","SLN","SLN","","","","","",""
"2051","TEX","PHI","","","","","","","","",""
"2052","SFN","BOS","ARI","ARI","OAK","","","","","",""
"2053","CHN","CHN","CHN","","","","","","","",""
"2054","ATL","ATL","BOS","BOS","CHN","CHN","","","","",""
"2055","WAS","WAS","","","","","","","","",""
"2056","TEX","TEX","TEX","BOS","BOS","","","","","",""
"2057","OAK","OAK","SDN","SDN","SDN","SDN","","","","",""
"2058","LAA","LAA","TEX","","","","","","","",""
"2059","FLO","NYN","CLE","","","","","","","",""
"2060","SFN","","","","","","","","","",""
"2061","TEX","MIL","","","","","","","","",""
"2062","ARI","","","","","","","","","",""
"2063","TEX","TEX","TEX","","","","","","","",""
"2064","LAA","LAA","","","","","","","","",""
"2065","PHI","PHI","PHI","PHI","PHI","","","","","",""
"2066","DET","SEA","SEA","","","","","","","",""
"2067","TBA","MIA","MIA","CHN","SEA","LAN","TEX","NYN","","",""
"2068","PHI","PHI","PHI","PHI","PHI","PHI","LAN","","","",""
"2069","ATL","","","","","","","","","",""
"2070","NYA","","","","","","","","","",""
"2071","SFN","SFN","","","","","","","","",""
"2072","BAL","","","","","","","","","",""
"2073","PHI","PHI","PHI","PHI","","","","","","",""
"2074","CHN","CHN","CHN","COL","COL","","","","","",""
"2075","TBA","","","","","","","","","",""
"2076","CHN","CHN","","","","","","","","",""
"2077","CHN","CHN","CHN","CHN","ATL","CHN","PHI","","","",""
"2078","COL","COL","COL","BOS","BOS","","","","","",""
"2079","SEA","SEA","SEA","NYA","NYA","NYA","LAA","","","",""
"2080","DET","DET","DET","","","","","","","",""
"2081","LAN","LAN","LAN","","","","","","","",""
"2082","TOR","SLN","SLN","SLN","CLE","CLE","CLE","SDN","OAK","WAS",""
"2083","NYA","NYA","NYA","NYA","NYA","NYA","","","","",""
"2084","PIT","PIT","","","","","","","","",""
"2085","MIL","ARI","","","","","","","","",""
"2086","CHA","CHA","","","","","","","","",""
"2087","SLN","SLN","SLN","LAA","LAA","LAA","NYN","","","",""
"2088","CLE","CLE","CLE","CLE","","","","","","",""
"2089","CHA","CHA","CHA","CHA","CHA","CHA","","","","",""
"2090","BOS","BOS","BOS","MIA","MIA","ARI","DET","","","",""
"2091","CHN","CHN","CHN","CHN","OAK","CHA","SFN","","","",""
"2092","SEA","","","","","","","","","",""
"2093","CIN","CIN","","","","","","","","",""
"2094","FLO","MIA","","","","","","","","",""
"2095","TOR","TOR","TOR","","","","","","","",""
"2096","FLO","MIA","DET","DET","DET","DET","DET","","","",""
"2097","HOU","CHA","","","","","","","","",""
"2098","FLO","PHI","","","","","","","","",""
"2099","CHA","CHA","CHA","","","","","","","",""
"2100","SLN","SLN","CHN","","","","","","","",""
"2101","SFN","","","","","","","","","",""
"2102","FLO","MIA","PIT","PIT","PIT","","","","","",""
"2103","NYA","NYA","","","","","","","","",""
"2104","SFN","SFN","SFN","SFN","SFN","CHA","SDN","","","",""
"2105","SFN","KCA","COL","PIT","","","","","","",""
"2106","PIT","PIT","PIT","","","","","","","",""
"2107","SFN","SFN","SFN","SFN","BOS","BOS","","","","",""
"2108","LAN","LAN","TBA","CLE","CHA","","","","","",""
"2109","NYA","","","","","","","","","",""
"2110","MIN","MIN","","","","","","","","",""
"2111","CLE","CLE","CLE","CLE","CLE","CLE","","","","",""
"2112","MIN","MIN","MIN","","","","","","","",""
"2113","HOU","HOU","MIL","MIL","","","","","","",""
"2114","LAA","LAA","KCA","ATL","MIN","MIN","","","","",""
"2115","NYN","","","","","","","","","",""
"2116","CHA","CHA","CHA","LAA","LAA","LAA","MIN","","","",""
"2117","DET","DET","DET","CIN","","","","","","",""
"2118","DET","DET","CLE","","","","","","","",""
"2119","CHA","TOR","TOR","TOR","LAN","NYA","","","","",""
"2120","CIN","CHN","CHN","","","","","","","",""
"2121","PHI","","","","","","","","","",""
"2122","TEX","MIL","SEA","SDN","","","","","","",""
"2123","NYN","NYN","NYN","NYN","","","","","","",""
"2124","ARI","ARI","BAL","SEA","TEX","BAL","","","","",""
"2125","SEA","SEA","SEA","SEA","TOR","TOR","","","","",""
"2126","DET","","","","","","","","","",""
"2127","PHI","PHI","PHI","OAK","","","","","","",""
"2128","COL","COL","COL","PIT","PIT","MIL","","","","",""
"2129","ATL","HOU","HOU","ATL","ATL","MIN","MIN","","","",""
"2130","MIL","MIL","MIL","MIL","MIL","MIN","","","","",""
"2131","LAN","CIN","","","","","","","","",""
"2132","TEX","TEX","TEX","TEX","TEX","","","","","",""
"2133","DET","DET","DET","DET","WAS","WAS","","","","",""
"2134","SFN","SFN","PHI","CHN","CHN","WAS","","","","",""
"2135","SDN","","","","","","","","","",""
"2136","DET","DET","","","","","","","","",""
"2137","CHN","CHN","","","","","","","","",""
"2138","ATL","","","","","","","","","",""
"2139","ARI","","","","","","","","","",""
"2140","PHI","PHI","","","","","","","","",""
"2141","BAL","BAL","BAL","BAL","","","","","","",""
"2142","ARI","PIT","","","","","","","","",""
"2143","ARI","TOR","TOR","","","","","","","",""
"2144","SLN","SLN","LAN","CIN","CIN","","","","","",""
"2145","OAK","PHI","","","","","","","","",""
"2146","CHN","CHN","","","","","","","","",""
"2147","NYN","NYN","","","","","","","","",""
"2148","PHI","PHI","","","","","","","","",""
"2149","BAL","TBA","TBA","","","","","","","",""
"2150","BOS","","","","","","","","","",""
"2151","SDN","OAK","OAK","OAK","OAK","SEA","","","","",""
"2152","SLN","SLN","MIA","","","","","","","",""
"2153","BOS","COL","SFN","SFN","SFN","","","","","",""
"2154","LAN","LAN","","","","","","","","",""
"2155","SEA","SEA","SEA","SEA","SEA","SEA","","","","",""
"2156","CLE","","","","","","","","","",""
"2157","LAN","","","","","","","","","",""
"2158","LAA","MIL","MIL","MIL","MIL","ARI","","","","",""
"2159","LAN","LAN","LAN","CLE","","","","","","",""
"2160","CIN","","","","","","","","","",""
"2161","CHA","CHA","OAK","OAK","","","","","","",""
"2162","CHA","","","","","","","","","",""
"2163","WAS","","","","","","","","","",""
"2164","NYA","NYA","","","","","","","","",""
"2165","WAS","WAS","","","","","","","","",""
"2166","TBA","TBA","","","","","","","","",""
"2167","ARI","ARI","CLE","CLE","CLE","CLE","","","","",""
"2168","BOS","BOS","","","","","","","","",""
"2169","ATL","","","","","","","","","",""
"2170","ATL","SEA","","","","","","","","",""
"2171","TBA","TBA","KCA","KCA","SDN","SDN","CHA","","","",""
"2172","ARI","","","","","","","","","",""
"2173","LAA","LAA","LAA","LAA","","","","","","",""
"2174","TBA","BOS","NYN","SEA","CLE","","","","","",""
"2175","ATL","NYA","NYA","","","","","","","",""
"2176","HOU","LAA","LAA","CLE","CHA","CHA","","","","",""
"2177","SLN","SLN","SLN","SLN","","","","","","",""
"2178","TOR","TOR","TOR","CHA","","","","","","",""
"2179","ATL","ATL","ATL","ATL","LAA","","","","","",""
"2180","ATL","ATL","","","","","","","","",""
"2181","BAL","CIN","CIN","CIN","DET","CIN","","","","",""
"2182","HOU","HOU","","","","","","","","",""
"2183","CLE","CLE","ARI","HOU","HOU","HOU","","","","",""
"2184","CLE","BOS","PHI","PHI","TBA","","","","","",""
"2185","DET","OAK","OAK","NYA","","","","","","",""
"2186","ARI","ARI","LAA","LAA","","","","","","",""
"2187","MIA","","","","","","","","","",""
"2188","MIN","","","","","","","","","",""
"2189","WAS","PIT","","","","","","","","",""
"2190","MIN","MIA","MIA","","","","","","","",""
"2191","CHA","","","","","","","","","",""
"2192","SDN","","","","","","","","","",""
"2193","SEA","SEA","BOS","","","","","","","",""
"2194","OAK","","","","","","","","","",""
"2195","DET","OAK","","","","","","","","",""
"2196","SDN","","","","","","","","","",""
"2197","CLE","CLE","CLE","LAA","LAA","LAA","CHN","","","",""
"2198","CIN","","","","","","","","","",""
"2199","CIN","CIN","","","","","","","","",""
"2200","CHA","","","","","","","","","",""
"2201","ATL","","","","","","","","","",""
